ExerciseName,Link
Shoulder press,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder press.mp4
Shoulder retraction in standing against wall with arm at 30 abduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder retraction in standing against wall with arm at 30 abduction.mp4
Shoulder reverse upward chop,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder reverse upward chop.mp4
Shoulder rotation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder rotation.mp4
Shoulder shrug unilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder shrug unilateral.mp4
Shoulder shrug,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder shrug.mp4
Shoulder stability at 90 scapular abduction against wall with perturbation on Swiss ball at shoulder,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder stability at 90 scapular abduction against wall with perturbation on Swiss ball at shoulder.mp4
Shoulder steps front,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder steps front.mp4
Shoulder steps side,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder steps side.mp4
Shoulder steps wall,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder steps wall.mp4
Shoulder supported eccentric external rotation dumbbell at 90 scapular plane abduction bench,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Shoulder supported eccentric external rotation dumbbell at 90 scapular plane abduction bench.mp4
Shoulder supported eccentric external rotation dumbbell at 90 scapulare plane abduction bench,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder supported eccentric external rotation dumbbell at 90 scapulare plane abduction bench.mp4
Shoulder supported exteranal rotation dumbbell at 90 scapular plane abduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder supported exteranal rotation dumbbell at 90 scapular plane abduction.mp4
Shoulder supported exteranl rotation dumbbell at 90 scapular plane abduction bench,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder supported exteranl rotation dumbbell at 90 scapular plane abduction bench.mp4
Shoulder unreisted horizontal abduction in exteranl rotation at 90 abduction on Swiss ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder unreisted horizontal abduction in exteranl rotation at 90 abduction on Swiss ball.mp4
Shoulder unresisted abduction exteral rotation on Swiss ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder unresisted abduction exteral rotation on Swiss ball.mp4
Shoulder unresisted T on Swiss Ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder unresisted T on Swiss Ball.mp4
Shoulder unresisted W on Swiss Ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder unresisted W on Swiss Ball.mp4
Shoulder unresisted Y on Swiss Ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Upper Body/Shoulder/Shoulder unresisted Y on Swiss Ball.mp4
Side lying hip adduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Side lying hip adduction.mp4
Shrimp squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Shrimp squat.mp4
side lying abduction with focus on foor ext rotated,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/side lying abduction with focus on foor ext rotated.mp4
Side plank with DB raise,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Side plank with DB raise.mp4
SIDE SQUATS WITH ELASTIC RESISTANCE,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SIDE SQUATS WITH ELASTIC RESISTANCE.mp4
Side Lying Hip Abduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Side Lying Abduction.mp4
Side to Sided Push Up,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Side to Sided Push Up.mp4
Side walking on toes,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Side walking on toes.mp4
Side Lying Inner Range Holds,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Side Lying Inner Range Holds.mp4
Sidelying shoulder circumduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sidelying shoulder circumduction.mp4
Sidelying side press with elastic abduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sidelying side press with elastic abduction.mp4
Single leg squat with TR-X,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg squat with TR-X.mp4
Single hand high plank,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single hand high plank.mp4
Single hand row ( powerband) -left,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single hand row ( powerband) -left.mp4
Single hand row(Power band),https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single hand row(Power band).mp4
Single leg balance bouncing ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg balance bouncing ball.mp4
Single leg balance and reach forward,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg balance and reach forward.mp4
Single leg balance and reach sideways,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg balance and reach sideways.mp4
Single leg balance knee straight stable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg balance knee straight stable surface.mp4
Single leg balance knee straight unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg balance knee straight unstable surface.mp4
Single leg Balance rolling ball around behind,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg Balance rolling ball around behind.mp4
Single leg balance on Soft surface Rolling Ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg balance on Soft surface Rolling Ball.mp4
Single leg bridge on ball,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg bridge on ball.mp4
Single leg control cable,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg control cable.mp4
Single leg deadlift jump,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg deadlift jump.mp4
Single leg decline squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg decline squat.mp4
Single leg mini squat unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg mini squat unstable surface.mp4
Single leg on floor bounce ball against the wall unstable surface - Copy,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg on floor bounce ball against the wall unstable surface - Copy.mp4
Single leg jump with Trap bar,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg jump with Trap bar.mp4
Single leg on floor bounce ball against the wall unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg on floor bounce ball against the wall unstable surface.mp4
Single leg on floor bounce ball against the wall,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg on floor bounce ball against the wall.mp4
Single leg pogos Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg pogos Banded.mp4
Single leg pogos,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg pogos.mp4
Single leg squat with ball against the wall hip abduction strengthening,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg squat with ball against the wall hip abduction strengthening.mp4
Single leg squat on Bosu,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg squat on Bosu.mp4
Single leg star balance excursion on stable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg star balance excursion on stable surface.mp4
Single leg tuck jump,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg tuck jump.mp4
Single leg star balance excursion on unstable surface,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg star balance excursion on unstable surface.mp4
Single leg drop jump,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Single leg drop jump.mp4
Sit to stand bilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sit to stand bilateral.mp4
Sit to stand single leg assisted with other leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sit to stand single leg assisted with other leg.mp4
Sit to stand single leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sit to stand single leg.mp4
Sit up and reach,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sit up and reach.mp4
Sit up with ball throw,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sit up with ball throw.mp4
Sit up with heel taps,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sit up with heel taps.mp4
Ski ERG UB only,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ski ERG UB only.mp4
Sitting toe lifts with Band Under 1st MTP,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sitting toe lifts with Band Under 1st MTP.mp4
Ski Erg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ski ERG.mp4
Skipping with overhead pole,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Skipping with overhead pole.mp4
Skipping with rotation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Skipping with rotation.mp4
Skipping single leg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Skipping single leg.mp4
SL Bridge,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Bridge.mp4
SL CMJ Shuttle MVP,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL CMJ Shuttle MVP.mp4
SL Calf raise smith Machine,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Calf raise smith Machine.mp4
SL CMJ Total gym,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL CMJ Total gym.mp4
SL CMJ Vertimax,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL CMJ Vertimax.mp4
SL Declined squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Declined squat.mp4
SL Deep Leg press Shuttle MVP,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Deep Leg press Shuttle MVP.mp4
SL Drop jump reverse,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Drop jump reverse.mp4
SL Drop jump BWD,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Drop jump BWD.mp4
SL Dynamic black board,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Dynamic black board.mp4
SL Glute ham hold,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Glute ham hold.mp4
SL Glute ham raise,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Glute ham raise.mp4
SL Heel raise Banded Peroneals,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Heel raise Banded Peroneals.mp4
SL Heel raise banded Tibialis,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Heel raise banded Tibialis.mp4
SL Heel raise Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Heel raise Banded.mp4
SL Heel raise inner range Holds,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Heel raise inner range Holds.mp4
SL Heel raise wedged,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Heel raise wedged.mp4
SL hip thrust loaded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL hip thrust loaded.mp4
SL Heel raise,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Heel raise.mp4
SL Hip Thrust Pelvic Control,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Hip Thrust Pelvic Control.mp4
SL long bridge iso 30,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL long bridge iso 30.mp4
SL Low Hurdle Hopping forward,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Low Hurdle Hopping forward.mp4
SL Leg press,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Leg press.mp4
SL Low Hurdle Hopping,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Low Hurdle Hopping.mp4
SL Pogos DB,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Pogos DB.mp4
SL RDL loaded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL loaded.mp4
SL RDL Dumbbells with rotation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Dumbbells with rotation.mp4
SL RDL Supported to 90 degree,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Supported to 90 degree.mp4
SL RDL Toe Banded,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Toe Banded.mp4
SL RDL Toe off to Bench,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Toe off to Bench.mp4
SL RDL Toe off to Box,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Toe off to Box.mp4
SL RDL Unsupported 90 deg with Trunk Rotation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Unsupported 90 deg with Trunk Rotation.mp4
SL RDL Unsupported to 90,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Unsupported to 90.mp4
SL RDL With Rotation 1st MTP Down,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL With Rotation 1st MTP Down.mp4
SL RDL Unsupported to 90 deg-Perturbations,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL RDL Unsupported to 90 deg-Perturbations.mp4
SL Smith machine squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Smith machine squat.mp4
SL Squat Loaded weighted Disc on back,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Squat Loaded weighted Disc on back.mp4
SL Squat of step 1st MTP Down,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Squat of step 1st MTP Down.mp4
SL Squat to Box,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Squat to Box.mp4
SL Toe taps Shuttle MVP,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Toe taps Shuttle MVP.mp4
SL Total gym,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Total gym.mp4
SL TRX Squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL TRX Squat.mp4
SL Wall Squat BW,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Wall Squat BW.mp4
SL Wall squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SL Wall squat.mp4
Sled resisted Run,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Sled resisted Run.mp4
SLR Quadriceps Activation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/SLR Quadriceps Activation.mp4
Soleus -Bulgarian Squat position,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Soleus -Bulgarian Squat position.mp4
Smith machine squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Smith machine squat.mp4
Soleus isometric bulgarian split squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Soleus isometric bulgarian split squat.mp4
Soleus wall squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Soleus wall squat.mp4
Spanish squat with strap and BFR,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Spanish squat with strap and BFR.mp4
Spanish squat with strap,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Spanish squat with strap.mp4
Spiderman stretch,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Spiderman stretch.mp4
Spinning standing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Spinning standing.mp4
Split squat Dowel,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Split squat Dowel.mp4
Split squat,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Split squat.mp4
